First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Change in Hamilton Depression Rating Scale score,Change in Hamilton Depression Rating Scale score,,OR,1.17,"CI95 [1.07, 1.27]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Change in Hamilton Depression Rating Scale score,Change in Hamilton Depression Rating Scale score,,OR,1.19,"CI95 [1.10, 1.29]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Change in Hamilton Depression Rating Scale score,Change in Hamilton Depression Rating Scale score,,OR,1.21,"CI95 [1.10, 1.32]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Trajectory of depressive symptoms: Antenatal and postnatal,Trajectory of depressive symptoms: Antenatal and postnatal,Antenatal only,OR,2.53,"CI95 [1.05, 6.13]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Trajectory of depressive symptoms: Antenatal and postnatal,Trajectory of depressive symptoms: Antenatal and postnatal,Antenatal only,OR,2.6,"CI95 [1.08, 6.25]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Trajectory of depressive symptoms: Antenatal and postnatal,Trajectory of depressive symptoms: Antenatal and postnatal,Antenatal only,OR,2.83,"CI95 [1.28, 6.24]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Trajectory of depressive symptoms: Antenatal and postnatal,Trajectory of depressive symptoms: Antenatal and postnatal,Antenatal only,OR,3.75,"CI95 [1.44, 9.76]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Suicidal ideation and cognitions,High risk of suicide,High risk group for suicide,High suicide risk,Low suicide risk,OR,5.58,"CI95 [2.68, 11.59]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Suicidal ideation and cognitions,High risk of suicide,High risk group for suicide,High suicide risk,Low suicide risk,OR,10.08,"CI95 [5.25, 19.36]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Suicidal ideation and cognitions,High risk of suicide,High risk group for suicide,High suicide risk,Low suicide risk,OR,10.47,"CI95 [5.48, 19.99]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Suicidal ideation and cognitions,High risk of suicide,High risk group for suicide,High suicide risk,Low suicide risk,OR,11.19,"CI95 [5.95, 21.03]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
Gates,2019,Australia,Cohort,SC,Individuals suffering from a physical health condition,Patients diagnosed with severe traumatic brain injury,Physical Health Conditions,Physical trauma,Severe traumatic brain injury,Severe traumatic brain injury,General population,SMR,3.6,"CI95 [1.88, 5.86]",,External causes of death after severe traumatic brain injury in a multicentre inception cohort: clinical description and risk factors,10.1080/02699052.2019.1600020,30958696,https://pubmed.ncbi.nlm.nih.gov/30958696/
Gelabert,2020,Spain,Cohort,SI (0-32 weeks postpartum),Females,Postpartum women,Personality and Psychological Traits ,Personality traits ,Neuroticism,Neuroticism,,OR,1.032,"CI95 [1.007, 1.059]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (0-32 weeks postpartum),Females,Postpartum women,Psychiatric and Mental Health Conditions,Psychotic experiences,Psychoticism,Psychoticism,,OR,1.032,"CI95 [1.010, 1.055]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (32 weeks postpartum),Females,Postpartum women,Psychiatric and Mental Health Conditions,Psychotic experiences,Psychoticism,Psychoticism,,OR,1.041,"CI95 [1.003, 1.080]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (32 weeks postpartum),Females,Postpartum women,Personality and Psychological Traits ,Personality traits ,Neuroticism,Neuroticism,,OR,1.049,"CI95 [1.005, 1.095]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (8 weeks postpartum),Females,Postpartum women,Personality and Psychological Traits ,Personality traits ,Neuroticism,Neuroticism,,OR,1.073,"CI95 [1.032, 1.116]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (32 weeks postpartum),Females,Postpartum women,Psychiatric and Mental Health Conditions,Depressive symptoms,Edinburgh Postnatal Depression Scale score early postpartum,Edinburgh Postnatal Depression Scale score early postpartum,,OR,1.122,"CI95 [1.029, 1.224]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (0-32 weeks postpartum),Females,Postpartum women,Psychiatric and Mental Health Conditions,Depressive symptoms,Edinburgh Postnatal Depression Scale score early postpartum,Edinburgh Postnatal Depression Scale score early postpartum,,OR,1.2,"CI95 [1.140, 1.264]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (0-32 weeks postpartum),Females,Postpartum women,Life Events,Pregnancy,Stressful life events during pregnancy,Stressful life events during pregnancy,,OR,1.88,"CI95 [1.118, 3.159]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (0-32 weeks postpartum),Females,Postpartum women,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Psychiatric history,Personal psychiatric history,,OR,2.095,"CI95 [1.344, 3.266]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (8 weeks postpartum),Females,Postpartum women,Family Characteristics,Family mental health disorder,Family psychiatric history,Family psychiatric history,,OR,2.186,"CI95 [1.151, 4.150]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Gelabert,2020,Spain,Cohort,SI (32 weeks postpartum),Females,Postpartum women,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Psychiatric history,Personal psychiatric history,,OR,3.15,"CI95 [1.515, 6.421]",,"The role of personality dimensions, depressive symptoms and other psychosocial variables in predicting postpartum suicidal ideation: a cohort study",10.1007/s00737-019-01007-w,31802248,https://pubmed.ncbi.nlm.nih.gov/31802248/
Geoffroy,2020,Canada,Cohort,SA,"Children, adolescents and young adults",Young adults,Psychiatric and Mental Health Conditions,Depressive symptoms,Depression/anxiety symptoms,Depression/anxiety symptoms at 12–13 years (continuous),,RR,2.03,"CI95 [1.02, 3.32]",,Trajectories of suicide attempts from early adolescence to emerging adulthood: prospective 11-year follow-up of a Canadian cohort,10.1017/s0033291720000732,32290876,https://pubmed.ncbi.nlm.nih.gov/32290876/
Geoffroy,2020,Canada,Cohort,SA,"Children, adolescents and young adults",Young adults,Psychiatric and Mental Health Conditions,Anxiety symptoms,Depression/anxiety symptoms,Depression/anxiety symptoms at 12–13 years (continuous),,RR,2.03,"CI95 [1.02, 3.32]",,Trajectories of suicide attempts from early adolescence to emerging adulthood: prospective 11-year follow-up of a Canadian cohort,10.1017/s0033291720000732,32290876,https://pubmed.ncbi.nlm.nih.gov/32290876/
Geoffroy,2020,Canada,Cohort,SA,"Children, adolescents and young adults",Young adults,Psychiatric and Mental Health Conditions,Developmental disorders,ADHD symptoms,ADHD symptoms at 10–11 years (continuous),,RR,2.05,"CI95 [1.29, 3.28]",,Trajectories of suicide attempts from early adolescence to emerging adulthood: prospective 11-year follow-up of a Canadian cohort,10.1017/s0033291720000732,32290876,https://pubmed.ncbi.nlm.nih.gov/32290876/
Geoffroy,2018,Canada,Cohort,SI,General population,General population,Life Events,Life Events,Child’s birth order: 2nd,Child’s birth order: 2nd,1st,OR,2.25,"CI95 [1.06, 4.80]",,Are early-life antecedents of suicide mortality associated with psychiatric disorders and suicidal ideation in midlife?,10.1111/acps.12844,29270976,https://pubmed.ncbi.nlm.nih.gov/29270976/
Geoffroy,2020,France,Cohort,SA,Adults,Adults,Income and Socioeconomic Status,Low income or socioeconomic position,"Poverty (household income <$20,000)","Poverty (household income <$20,000)",,OR,2.4,"CI95 [1.7, 3.3]",,Sleep complaints are associated with increased suicide risk independently of psychiatric disorders: results from a national 3-year prospective study,10.1038/s41380-020-0735-3,32355334,https://pubmed.ncbi.nlm.nih.gov/32355334/
Geoffroy,2020,France,Cohort,SA,Adults,Adults,Psychiatric and Mental Health Conditions,Anxiety disorders,Phobia (unspecified),Specific phobia,,OR,2.8,"CI95 [1.8, 4.5]",,Sleep complaints are associated with increased suicide risk independently of psychiatric disorders: results from a national 3-year prospective study,10.1038/s41380-020-0735-3,32355334,https://pubmed.ncbi.nlm.nih.gov/32355334/
Geoffroy,2020,France,Cohort,SA,Adults,Adults,Psychiatric and Mental Health Conditions,Personality disorder,Obsessive-compulsive personality disorder,Obsessive-Compulsive Personality Disorder,,OR,2.8,"CI95 [1.7, 4.5]",,Sleep complaints are associated with increased suicide risk independently of psychiatric disorders: results from a national 3-year prospective study,10.1038/s41380-020-0735-3,32355334,https://pubmed.ncbi.nlm.nih.gov/32355334/
Geoffroy,2020,France,Cohort,SA,Adults,Adults,Life Events,Life Events,Number of past year stressful life events: 2+,Number of past year stressful life events: 2+,0,OR,2.9,"CI95 [1.9, 4.6]",,Sleep complaints are associated with increased suicide risk independently of psychiatric disorders: results from a national 3-year prospective study,10.1038/s41380-020-0735-3,32355334,https://pubmed.ncbi.nlm.nih.gov/32355334/
Geoffroy,2020,France,Cohort,SA,Adults,Adults,Substance Use and Addictions,Alcohol use and disorder,Alcohol use disorder,Alcohol use disorder,,OR,3,"CI95 [2.0, 4.5]",,Sleep complaints are associated with increased suicide risk independently of psychiatric disorders: results from a national 3-year prospective study,10.1038/s41380-020-0735-3,32355334,https://pubmed.ncbi.nlm.nih.gov/32355334/
Geoffroy,2018,Canada,Cohort,SI,General population,General population,Psychiatric and Mental Health Conditions,Post-traumatic stress disorder and trauma,Number of emotional adverse experiences: 2,Number of emotional adverse experiences: 2,0,OR,3.01,"CI95 [1.14, 7.89]",,Are early-life antecedents of suicide mortality associated with psychiatric disorders and suicidal ideation in midlife?,10.1111/acps.12844,29270976,https://pubmed.ncbi.nlm.nih.gov/29270976/
